Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
19556.0,-1.56749700592726,0.169244816628138,2.37152538128252,-1.77483960565931,0.0038818906932253,-0.491738667168403,-0.0724797887230271,-0.0060208255547798,2.68730032538193,-1.96974364234391,0.54963765568989,-1.89808475987776,1.60066413133603,1.00759131790996,0.104235487727975,-0.547469678576298,0.522660178707967,0.026392834540458,-0.717618400971728,-0.320574160906328,-0.0614900078843926,0.154483224571026,-0.316772912864231,0.0353846208978735,0.425682574510525,-0.857536321691033,-0.358958689974712,0.251123666554526,11.85,0
68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1
93856.0,-6.75050851563533,5.36741605145469,-10.0546349530569,9.06447791765316,-7.96811808353808,-2.26379841398236,-10.317566180676,4.23766573099145,-5.32410880613734,-11.0923923688428,7.15408284221914,-17.1504052507291,-0.0953992277686904,-11.0301103643432,-1.95905455483077,-12.4485623424367,-22.6679054064789,-9.26460873295655,1.9823563171714,-0.0812198922441237,1.90903201764938,-0.34873973066671,0.425000563135111,0.674908669807175,-0.784208393488163,-0.247422102935353,1.1595813739152,0.197817874685768,209.65,1
42181.0,-2.71472845052235,-2.5506183010343,3.02363824895363,0.401269122681308,2.27454386903381,-1.21584306767765,-1.73260950004396,0.561312866927948,1.00943758311789,-0.67054290568418,-0.607817070699911,-0.398926728031836,-2.16306914644541,-0.295184694020571,-0.146662532625044,-0.711215032812176,0.584478316683882,-1.14296480153636,-1.07208700233285,0.474993533999635,0.0630489302963274,-0.309606189709196,0.345097532867156,0.0618640268286476,0.100496460140439,0.308750545110894,-0.213159691389848,-0.11203401435133,0.76,0
102671.0,-4.99175779387947,5.2133398229232,-9.11132629809104,8.43198635177602,-3.4355156720863,-1.8275651016855,-7.11430284412379,3.43120663145462,-3.87564287029742,-6.86850850672582,7.15062516950116,-10.2629840447185,2.73308493575221,-10.1275247811671,-0.262783621001749,-5.19027103814098,-8.6557110398096,-2.02444347438745,1.5604792800844,0.0981321924634143,1.18942283937597,0.247858476295777,0.294448330047117,-0.548503502162266,-0.174616566570794,0.406702503092405,-0.40233927269736,-0.882885795448957,0.0,1
60155.0,1.17405853636186,-0.420024466784181,-0.988916384605889,-0.382678986224355,1.80351558786734,3.61071150620894,-0.633880804189134,0.888654940696176,0.417381783352659,-0.187183614651191,-0.422774976575094,0.28355562187844,-0.126450214498693,0.04381476144546,0.0723134785135072,0.157232944990492,-0.483702131429545,-0.28515456682047,0.60935413947392,0.121842085501832,-0.322809096752977,-1.04575685285323,-0.0025457638437227,1.0271993309705,0.450741672833007,0.295896919728969,-0.0320834099261965,0.0183576572482796,62.98,0
7519.0,1.23423504613468,3.0197404207034,-4.30459688479665,4.73279513041887,3.62420083055386,-1.35774566315358,1.71344498787235,-0.496358487073991,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,1.46437762476188,-6.07933719308005,-0.339237372732577,2.58185095378146,6.73938438478335,3.04249317830411,-2.72185312222835,0.0090608363953452,-0.37906830709218,-0.704181032215427,-0.656804756348389,-1.63265295692929,1.48890144838237,0.566797273468934,-0.0100162234965625,0.146792734916988,1.0,1
36590.0,-2.66586950694342,1.91538421537018,0.763299823797384,0.120294475101614,-1.70235741229696,-0.0549798537775334,-1.33755060649497,1.89415267823926,-0.0037378191933137,-0.982567144132602,-1.9037013849958,0.509808263378752,0.234675327291903,0.568312046875075,-0.0055718116643423,0.63388614849104,0.34673996965228,0.245233954236374,0.34096506813692,-0.196369923967904,0.0441746355443796,-0.178881402733112,-0.093616325992351,-0.115586043413167,0.421047597460137,0.387800486290858,-0.351156903805778,-0.104022115911957,7.94,0
48787.0,1.04007058789265,-0.384001302064744,-1.29218217001549,0.358830138789673,2.07248388216752,3.64843523009937,-0.285760585220002,0.819163172533147,0.158846829012484,-0.0720962654063137,-0.540678416958367,0.240888520046442,-0.202215785002473,0.217644629285717,-0.136621386489815,-0.0860572351838736,-0.507406201410816,-0.0526510430945714,0.326661810972831,0.196551883622933,-0.113410949610438,-0.541804932515951,-0.228459170468366,1.01580670640477,0.850773621678389,-0.338953593748243,0.0035047408981426,0.0325788354428649,123.96,0
77974.0,0.0054100600645787,-0.610053304637193,1.12848910911718,-1.75617492988277,-0.633242901448496,0.419877948586298,0.0216251365461057,-0.215472144469542,-2.65634411814514,1.55943989500318,0.159607327412709,-1.02931486989657,0.75655739030206,-0.444042403842703,0.277763252871001,-0.47146332234642,0.0920166523841194,1.28046157282667,1.52535740694566,0.183917796577065,0.0239179552195048,0.50526107212091,-0.170063289248596,-0.81971839288013,-0.0472278020492813,0.071651118337046,-0.0354927533197761,-0.104830609552671,100.0,0
